"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000004777",97.3692183103448,-0.318746795100297,0.200345590173194,0.0494151417899904,0.148031352553553
"ENSG00000004779",366.299923058418,0.0879816834197516,0.118579726333111,0.421443832937872,0.639260936624125
"ENSG00000004799",915.613541323728,2.24784019159538,0.748854585637174,2.66540791994432e-05,0.000248931400334249
"ENSG00000004838",12.8338438558258,-0.109773123363844,0.292405421917001,0.438109096902216,0.654089472129289
"ENSG00000004846",18.0498237511546,-1.27453308048927,0.638302877895374,0.00171500437699326,0.00971738226035514
"ENSG00000004864",150.679411619188,-0.00244917880447651,0.14987996789861,0.984155275705469,0.992037684336872
"ENSG00000004866",412.944159650827,-0.524216623385555,0.13593662887626,2.80812971170954e-05,0.000259630755963964
"ENSG00000004897",1520.68352892397,0.0477106888781024,0.0857408918638767,0.562193981870637,0.755112603036994
"ENSG00000004961",438.181171337606,-0.128661855139344,0.124051637715855,0.257819742808508,0.475102870491894
"ENSG00000004975",993.71777312829,-0.302579774983052,0.096914840655414,0.00100251147897873,0.0061258028369407
"ENSG00000005007",2265.65567071642,0.222198309834154,0.0825209663205188,0.0047997741002564,0.0231763313843047
"ENSG00000005020",756.990526724401,0.195348975073683,0.106301663193739,0.0503958820440762,0.150075373838774
"ENSG00000005022",1120.88428527306,-0.0319551836447634,0.0911360110034783,0.709620115579987,0.85277123396862
"ENSG00000005059",212.121615794651,0.0675319830436201,0.138506342621733,0.580314617654961,0.766730466889717
"ENSG00000005075",819.246132506196,0.0484739868209976,0.103121772926187,0.617065380625852,0.792755616726013
"ENSG00000005100",485.924832268171,0.32195154710582,0.129018675587761,0.00628174817064127,0.0290395244122458
"ENSG00000005108",10.5764293918007,0.142549722253944,0.308631997901575,0.325052841723666,0.547828946920972
"ENSG00000005156",205.991883501509,-0.333702752497949,0.16504603426207,0.0193851482080595,0.0718436622735496
"ENSG00000005175",312.781027493707,-0.195764214300075,0.129016255455459,0.094885055853943,0.238123754264636
"ENSG00000005187",8.75365564776239,0.00525722338089074,0.283600751170173,0.969111264900274,0.98507812533135
"ENSG00000005189",75.480074638491,-0.241379898757317,0.230130409140213,0.15595053721931,0.341715753326072
"ENSG00000005194",456.123200543824,0.148152142994984,0.105401320695566,0.136176949013882,0.311010769451463
"ENSG00000005206",660.289394981594,0.0558803303139466,0.102794108712782,0.566066642219927,0.757310922553962
"ENSG00000005238",704.469733524356,-0.167888547813792,0.105061625390169,0.0883039075529387,0.226086306055742
"ENSG00000005243",1019.19090436515,-0.091021816351812,0.0899717381011945,0.282786307247576,0.503661896874948
"ENSG00000005249",298.528369522713,0.533556411115826,0.181814531519306,0.000711227932896739,0.00458211908942325
"ENSG00000005302",462.890687989656,0.124323418547765,0.1178556619871,0.250131557955887,0.466012382681283
"ENSG00000005339",2561.43349421926,-0.0965496263383602,0.0982084491846498,0.307814382402905,0.530696809719366
"ENSG00000005379",152.451169978404,0.184412965140254,0.169357413454826,0.199920203436366,0.402508273229399
"ENSG00000005436",257.646318102479,0.125706721703269,0.123882778059133,0.270455949658274,0.490652267220017
"ENSG00000005448",232.682316827037,0.242104839984278,0.160303414435584,0.0744023175601484,0.199641206504159
"ENSG00000005469",422.80896363554,-0.213597202260836,0.127892761925618,0.0666808696408699,0.184285713998314
"ENSG00000005471",33.7408223787309,-0.910637916045031,0.375921574459976,0.001200518726073,0.00719011504074611
"ENSG00000005483",1700.11662097469,0.0781324390323228,0.0875049358591182,0.362061833410796,0.582471712610078
"ENSG00000005486",851.724061696595,-0.103696390473351,0.095041129332398,0.247534364893321,0.46320524178704
"ENSG00000005700",1160.25821001516,-0.0532049882419978,0.0938889442797105,0.553863743554095,0.74807339672287
"ENSG00000005801",210.921777480021,-0.262079981324158,0.146598227877646,0.0445871481233351,0.136601127977639
"ENSG00000005810",2424.50077123282,-0.0224112871614329,0.0894900112257166,0.79172466212704,0.89842478582293
"ENSG00000005812",1411.69702951445,0.438509475712185,0.112106130592423,3.15213196568585e-05,0.000287910973770891
"ENSG00000005882",643.407578851987,-0.0624582047101045,0.110039014588114,0.548659925094452,0.744100687821159
"ENSG00000005884",1286.84436825386,0.310095038421187,0.125504480871967,0.00665455468552462,0.0303730574845435
"ENSG00000005889",788.177007999638,0.0728302177593837,0.0927735622415243,0.411783655613578,0.631429506473523
"ENSG00000005893",5178.82135294704,0.0595195064744743,0.074772214899809,0.402228739226799,0.621917900241392
"ENSG00000005955",1430.34873201613,0.095667530825737,0.0977716313545551,0.302409531349304,0.524964957971758
"ENSG00000005961",8.40707311375731,-0.0471726821469182,0.291823582722219,0.691181382970274,0.840355035294847
"ENSG00000006007",2207.67991652917,0.155995371648315,0.0845684744409025,0.055195828089906,0.160622472905502
"ENSG00000006015",373.030504779174,-0.037235720605168,0.125870070875502,0.744879527266191,0.873100612927189
"ENSG00000006016",146.50503518981,0.205046373754422,0.19511766284987,0.188554220206078,0.388053093175627
"ENSG00000006025",160.625635613271,-0.896414171576679,0.179389855128227,6.24846709873609e-08,9.70061365487598e-07
"ENSG00000006042",3092.57668655815,-0.033340310564862,0.0780551714536113,0.668407173419793,0.826133046104946
"ENSG00000006062",197.239969818008,-0.620278517111864,0.198715931482026,0.000292496637753961,0.0020959733161333
"ENSG00000006114",997.69545641392,-0.4953701763424,0.0964177408200126,8.20994085928939e-08,1.23416828352144e-06
"ENSG00000006118",434.711647213149,-0.475174607119293,0.119175832411063,2.1571552784674e-05,0.000206340916434841
"ENSG00000006125",6753.1855407529,0.0349951108351141,0.100470420429393,0.711704782484685,0.85355688007924
"ENSG00000006194",553.21176257907,0.0864385280321638,0.115049459502647,0.420723110044602,0.638763217848341
"ENSG00000006210",9.62065888327034,0.375823979051102,0.546141714952079,0.0439568207787731,0.135249085290887
"ENSG00000006282",1372.11806080931,-0.104009851453915,0.0862116662870105,0.209699586600426,0.415295267210105
"ENSG00000006283",63.065114156899,-1.3624463107202,0.288251826726144,1.49582434711147e-07,2.16431568131316e-06
"ENSG00000006327",559.805261249899,-0.18713105519188,0.189017504730882,0.21582901198723,0.423542424375083
"ENSG00000006451",1097.44528791843,-0.52903078931537,0.118464461310217,1.93624119191848e-06,2.28873638326774e-05
"ENSG00000006453",152.179976112885,-0.171844625539956,0.151165646745019,0.19718011764295,0.399560590036922
"ENSG00000006459",396.41956354321,-0.00746700176669895,0.160785094879024,0.954885275131869,0.978630647658502
"ENSG00000006468",200.136521718287,-0.195051422098704,0.186595957474035,0.197309053583196,0.399615500874991
"ENSG00000006530",309.68519841771,0.00160111893586295,0.11599188088463,0.989147817688333,0.994722000991067
"ENSG00000006534",1144.14243966375,0.414934540568102,0.117707022084981,0.000143946117427408,0.0011163223200118
"ENSG00000006576",1072.5985989275,-0.410594402271959,0.0973914581999995,9.17753737181873e-06,9.43682839050209e-05
"ENSG00000006607",879.375378103986,0.566480834225107,0.116710093063609,2.75315007341336e-07,3.80127109969784e-06
"ENSG00000006625",194.510986695031,-0.134848946373458,0.144683990839608,0.293329053641543,0.515239356625575
"ENSG00000006634",85.6213998987949,-0.278314453443269,0.191033124505382,0.0757686436921817,0.202033485012122
"ENSG00000006638",65.8872293404806,-0.524405625418116,0.240079148311372,0.00606299560814262,0.0282169027237058
"ENSG00000006652",1076.28878304779,-0.0425868948040846,0.0914164685283034,0.627684591228292,0.800757435315915
"ENSG00000006695",184.518055970558,0.179270744559583,0.151677826439256,0.174369707774219,0.369273929329607
"ENSG00000006704",281.535396422485,-0.190742473656912,0.141300853971862,0.131472107607781,0.30341022232439
"ENSG00000006712",1103.20549533126,-0.189257387569649,0.0988893693194894,0.0440826345555849,0.13545554584049
"ENSG00000006715",2219.80973497457,-0.0611793723939401,0.0843423356479713,0.452356114188675,0.666249740067026
"ENSG00000006740",35.6489823550585,-0.0260124326145561,0.223042838205253,0.870555461405341,0.937419411481137
"ENSG00000006744",925.340273408304,0.147325153940423,0.102526114963595,0.127983073035371,0.297730176632326
"ENSG00000006756",439.407946813574,-0.00591691133665364,0.120495869920919,0.956383307187394,0.9796406225208
"ENSG00000006757",148.256548715882,0.00998300763295336,0.157076312517217,0.94083443602309,0.972536800922308
"ENSG00000006788",10.2578535363981,2.61540232671829,1.04678772898875,0.000290379544290102,0.00208440264577791
"ENSG00000006831",1095.79431465855,0.224690562558179,0.0916941356310415,0.010440622907379,0.0437888748473243
"ENSG00000006837",11.6801057094992,-0.229266195215686,0.35086985350889,0.162183321475281,0.351383081358193
"ENSG00000007047",782.845933894285,0.0796200023931431,0.0985204998857946,0.394245420544426,0.614861918013218
"ENSG00000007080",650.473744015446,0.216643801792721,0.110635812093061,0.0367682494122704,0.117823106245615
"ENSG00000007168",3295.95324259937,0.0967151514558326,0.0757479532909414,0.179713374398679,0.376405566912261
"ENSG00000007202",4260.86532807024,-0.00731785421058151,0.0857479556832007,0.918366843258691,0.96134831151263
"ENSG00000007237",428.049807314152,-1.35969090599771,0.192663805474771,7.69774995073189e-14,2.58084561984538e-12
"ENSG00000007255",129.177255692644,0.185029491983552,0.187415551893937,0.222658838096422,0.432129788662178
"ENSG00000007341",154.271235289504,0.0936303581480348,0.161571901925552,0.501451256139327,0.706170242815149
"ENSG00000007372",32.26914915927,0.154741451882781,0.247552149593018,0.356195282497024,0.577775880605565
"ENSG00000007376",251.378937736252,0.0895126304121349,0.125764469031098,0.436086872402504,0.652675434796485
"ENSG00000007384",1830.50678264009,0.0556561299509036,0.0947842433036405,0.538784375866896,0.736181911895851
"ENSG00000007392",670.601620492899,-0.163356270682053,0.0985229060473834,0.0840578034836866,0.218176932532884
"ENSG00000007402",17.9424519425696,0.0970265458775968,0.284476470708541,0.498079264393409,0.703559747371948
"ENSG00000007516",8.16538606502024,0.0756504606086635,0.292367156367034,0.5602132969961,0.753627889631956
"ENSG00000007520",452.685286949826,0.0884959702603386,0.117505818835362,0.416846476946615,0.635435301865163
"ENSG00000007541",648.071810509333,0.139353979451854,0.121491734011644,0.212931914979901,0.419593690454338
"ENSG00000007545",211.103193640236,0.0751072842439324,0.133792798523479,0.535192886547831,0.733327373278386
"ENSG00000007866",1622.06582738515,0.576957883876467,0.0870218802603663,7.92008149398598e-12,2.0284208715153e-10
"ENSG00000007923",615.152322258466,0.0263431193235755,0.0975772155660573,0.772005283086043,0.887947860426639
"ENSG00000007933",861.055619841585,0.220298586889437,0.110355349983078,0.0326502168809737,0.107628994321418
"ENSG00000007944",340.274922921402,-0.466917277987899,0.122957304518443,4.58875118351391e-05,0.000399763331451952
"ENSG00000007952",9.82297361452978,0.163995060079741,0.320168639439087,0.267856305189007,0.486947446699174
"ENSG00000008018",1522.84897429786,0.0367376977688845,0.0821777568088008,0.631592275210882,0.803580604063155
"ENSG00000008056",18.0830430380847,0.275593387690091,0.355422521122713,0.126164946422281,0.294740069091241
"ENSG00000008083",301.702741319836,0.392202642399635,0.143312161662015,0.00232558702232284,0.0126005361483741
"ENSG00000008086",102.650760480171,-0.1656152015478,0.198484415328331,0.290125484904311,0.512171316612269
"ENSG00000008128",22.3488342469907,-0.0866881461743273,0.252514352597919,0.584025282388664,0.769427926214358
"ENSG00000008130",1666.96510463158,0.745059758930643,0.126553549423716,5.88910611719645e-10,1.22783423518835e-08
"ENSG00000008256",3721.6744519808,1.1607416009118,0.104836204789478,7.77911216844217e-30,9.7069282366516e-28
"ENSG00000008277",18.1020285497148,-0.10557215361845,0.267218949353885,0.501509693097306,0.706170242815149
"ENSG00000008282",1967.99672271247,0.253886595403892,0.105366266288144,0.00994553519843646,0.0421531029947029
"ENSG00000008283",521.966920790745,0.00409077213841866,0.104958824955895,0.963862459437448,0.982390307487803
"ENSG00000008294",2907.6116305271,-0.0305485802558899,0.0778805445967525,0.673895518222885,0.829856052565631
"ENSG00000008300",87.4455743109422,0.188613320227336,0.188092649139577,0.216059485961086,0.423894459038915
"ENSG00000008311",722.985700952922,1.07481031994146,0.108469448859381,3.5214708084533e-24,3.07591208089952e-22
"ENSG00000008323",7.72662031172686,0.10022207882899,0.302729433668167,0.439395304783869,0.654852125835465
"ENSG00000008324",122.012565967143,0.435619898939087,0.210177782866184,0.0108312566577192,0.045017664786253
"ENSG00000008382",82.5903077586994,0.0424834414913248,0.175445220401252,0.7715931880989,0.887596905086945
"ENSG00000008394",3594.96642452503,0.0949064826275303,0.0911957024368916,0.276760039471052,0.497349912716489
"ENSG00000008405",268.522244682341,0.0699658587149329,0.143472319378117,0.5876695451189,0.77220615762417
"ENSG00000008441",10822.1541292949,-0.318761393157839,0.0711696862644427,4.25531597830946e-06,4.72382769070393e-05
"ENSG00000008513",1571.14283169499,-0.57656421298761,0.0982730775600791,9.58530454964482e-10,1.94948179296453e-08
"ENSG00000008517",183.074497159656,-0.67742595950954,0.193765089790096,6.745851551009e-05,0.000568583810769656
"ENSG00000008710",5434.61872457762,0.441877945285005,0.130526494770465,0.000236748384448348,0.00174006917108272
"ENSG00000008735",17.3811395964623,0.124829446599711,0.283040165309196,0.417324060090563,0.635812916667858
"ENSG00000008838",1153.24917325491,-0.0264982558081884,0.0915922808876446,0.76662003900571,0.885474579835229
"ENSG00000008853",559.386781268066,0.513506023905436,0.119448810798081,4.51404248381422e-06,4.97774412367978e-05
"ENSG00000008869",709.259086830232,0.0360961862409013,0.0936563231461396,0.687377956439796,0.838169669008935
"ENSG00000008952",5090.29321080406,0.161069170409802,0.0806696337708925,0.038696115949631,0.12279172854686
"ENSG00000008988",10833.9886362837,-0.0363525395618862,0.0732435565556805,0.593183109535729,0.775949151561044
"ENSG00000009307",15807.2602828993,0.00584434474762922,0.0771858431257094,0.934405767242214,0.969414041786396
"ENSG00000009335",2105.09953852754,0.193649019019822,0.080283755997758,0.0122259159774664,0.0495848733045043
"ENSG00000009413",7595.98501212762,1.05872063881433,0.128906137714331,8.41329485599191e-18,4.07075922536565e-16
"ENSG00000009724",39.3628887855963,-0.243289635348911,0.250666802497555,0.168360917987766,0.360950496696159
"ENSG00000009780",174.683566904932,0.494510676751277,0.178264424510964,0.00142307935953763,0.00830429854109934
"ENSG00000009790",11.8539231859367,-0.0624565549786045,0.275187459542264,0.662842915009925,0.822664230382968
"ENSG00000009830",419.891795541395,0.0723477110939985,0.113331080646746,0.493359028600772,0.699870624725054
"ENSG00000009844",845.04449982984,-0.0530266901358767,0.0946314225041259,0.555634498206016,0.749734691020659
"ENSG00000009954",2945.634462038,-0.0397286682253491,0.088907369252584,0.640263507984066,0.808723127978047
"ENSG00000010017",1859.25058409712,0.686397283962704,0.12674640919599,9.53186211670841e-09,1.67930768247232e-07
"ENSG00000010030",14.725915127624,-0.363158445438265,0.417395546459956,0.0725634360346391,0.196134003978969
"ENSG00000010072",170.492092912582,-0.0532415495185187,0.141067905600072,0.672304812980205,0.828758127922416
"ENSG00000010165",907.619591918539,-0.0283444058034514,0.0991271104722391,0.76439069587719,0.883972842196448
"ENSG00000010219",186.850372795021,-0.204965127055117,0.140740981524923,0.103251010990513,0.254085347480843
"ENSG00000010244",2030.94933365105,0.109883316096626,0.0785175951839651,0.143745877163912,0.323165345084298
"ENSG00000010256",1797.89372326018,0.450208726703815,0.0939652607724848,5.73040782701076e-07,7.43609131029351e-06
"ENSG00000010270",770.395717439531,0.0417168117826055,0.100656179034325,0.660327035657907,0.821252059635688
"ENSG00000010278",3888.0336373879,0.545639624190899,0.0980992827777726,6.30326935681263e-09,1.14577281758666e-07
"ENSG00000010292",1193.15049678523,0.0239383816125039,0.100860397267387,0.802203414681392,0.903737572415956
"ENSG00000010295",1204.82989798775,-0.0694993799320636,0.0945056776672515,0.439367436326999,0.654852125835465
"ENSG00000010310",14.3539182188587,-0.627369441336126,0.564714225007794,0.0207753913375911,0.075677874152472
"ENSG00000010318",73.8426850570837,-0.0233935151696692,0.19304582184256,0.876364028410476,0.94094180083459
"ENSG00000010322",2570.7179007525,-0.257408757358948,0.0814224123503372,0.00120999171082965,0.00723640448033472
"ENSG00000010361",183.172187673192,0.123961808846135,0.14483775331719,0.335450195941727,0.557661169172484
"ENSG00000010404",1953.41242310766,0.17644813806679,0.0895947315048661,0.0407373001223685,0.127730253699382
"ENSG00000010438",14.2999641047921,0.0239123295136018,0.272108979352895,0.865207771814334,0.935332933862226
"ENSG00000010539",121.321510429022,-0.0980704246127714,0.160714595267553,0.478212661059383,0.688077322464669
"ENSG00000010610",58.0758898321591,-0.162025720980715,0.214341488319283,0.318481733369404,0.541493991086838
"ENSG00000010626",143.012419526488,-0.195509059120397,0.157643265712508,0.153962332395131,0.338648297020907
"ENSG00000010704",457.396614126,-0.13795619076515,0.126100449034686,0.232006622256886,0.443592385135401
"ENSG00000010803",764.116202435379,-0.00670971964101193,0.0967923301370268,0.942247569079847,0.973210147899498
"ENSG00000010810",1685.07626573491,0.0509717707339598,0.0883087691565015,0.549661447652083,0.744725748756136
"ENSG00000010818",1413.66249647971,-0.33753950198039,0.0929686406106087,0.000129057148007868,0.00101220814193695
"ENSG00000010932",32.4817823397824,0.103183520336874,0.326128305861659,0.220816203931074,0.429520126633861
"ENSG00000011007",1101.4508105405,0.164816234193512,0.0923494307261053,0.0610222747649344,0.172466905994355
"ENSG00000011009",464.835101174131,0.192424578511147,0.109012027073856,0.0601633323812827,0.170705968572985
"ENSG00000011021",620.890449831488,0.0785898656766608,0.106119891227085,0.428936885641599,0.645544658695872
"ENSG00000011028",16672.6230423947,-0.211815639294021,0.0789873642944318,0.00544288570448651,0.0257131030890003
"ENSG00000011105",3563.40976637618,0.270881061963475,0.0882617999185276,0.00135045617334709,0.00793351173552857
"ENSG00000011114",1189.57262271585,0.0543378760478522,0.0910705711567614,0.532214010069693,0.730512257970112
"ENSG00000011132",191.158330435174,0.0803589668819991,0.140599597687701,0.527892979529192,0.727046629731658
"ENSG00000011143",143.569274164126,-0.25383133464681,0.157141189815358,0.063194268308256,0.177037825260604
"ENSG00000011198",1160.97585617852,1.07088082287728,0.181910438240409,2.20247800862571e-10,4.77184399884495e-09
"ENSG00000011243",658.125762745258,-0.168727032312896,0.110579092547625,0.103771655285583,0.254951057160552
"ENSG00000011258",369.438555268963,-0.274472389253425,0.127241128057715,0.0187032234679881,0.0697995719979156
"ENSG00000011260",409.449832898657,0.221344723615429,0.117339039264787,0.0418436760730312,0.130141988026242
"ENSG00000011275",1721.7363256895,0.00647700482933281,0.079863305771201,0.916695387426763,0.960507396283513
"ENSG00000011295",407.268711651886,0.11015056012205,0.120403074165726,0.323723869265064,0.546623191551087
"ENSG00000011304",3594.48864269532,0.333943717349032,0.0796967475133237,1.38152027637038e-05,0.000137045490177184
"ENSG00000011332",11.0867979615675,0.0476071511627721,0.278381851681104,0.728656440461317,0.864449373500323
"ENSG00000011347",148.602142915569,-0.849665888480752,0.200234191335285,2.60033801655497e-06,2.99273299048171e-05
"ENSG00000011376",427.935640884446,0.0264446888286266,0.109884881141003,0.790174162183418,0.897997357690121
"ENSG00000011405",1507.46698028457,0.337455576874163,0.0852210947849904,3.76110314407076e-05,0.000337159336533308
"ENSG00000011422",388.705564985185,0.0387876749349228,0.135878504253656,0.750435033815895,0.875270440423281
"ENSG00000011426",225.849587081843,-0.0146717444617348,0.126600824566333,0.894047680765247,0.949850541577367
"ENSG00000011451",1526.76899566315,0.0655879196925535,0.0934576483161851,0.459602845695246,0.671961751360682
"ENSG00000011454",2323.07629808877,0.393766170325225,0.112859861684291,0.000174531299421285,0.0013268536166723
"ENSG00000011465",298721.479472597,-0.0935489052662235,0.0746073217552792,0.196018322146243,0.397837846929075
"ENSG00000011478",141.834882997287,0.620219707952449,0.173910564544211,6.53437855910121e-05,0.000551880644106075
"ENSG00000011485",968.042490201867,0.522280551810361,0.106488662700228,2.59509684328644e-07,3.59801396918812e-06
"ENSG00000011523",825.057943790488,0.138591092452674,0.114935267061543,0.196098600706951,0.397952112659888
"ENSG00000011566",1398.11302065737,0.787673619260194,0.103425447664154,3.81532302755263e-15,1.45227295791889e-13
"ENSG00000011638",892.287261142893,0.0944911536937279,0.114896384673009,0.377535503849966,0.598145987770314
"ENSG00000012048",221.581291889604,-1.17029871807779,0.169647980477328,3.7355783288762e-13,1.15663540944085e-11
"ENSG00000012061",837.238416991385,0.00969134813412141,0.116748682348317,0.93644834156969,0.970445372417935
"ENSG00000012171",1270.12615468409,-0.712580766233455,0.107510074255979,5.05200842970022e-12,1.33295917169006e-10
"ENSG00000012174",724.09850710046,0.101206458856277,0.100408093264277,0.283087019848533,0.504035208819467
"ENSG00000012211",122.534584749107,0.126922544330883,0.161543599141353,0.362415509818243,0.582645335749642
"ENSG00000012232",1260.13750903868,0.0820192856670607,0.0889329218268426,0.337346470500991,0.559356781340238
"ENSG00000012660",2386.65050072899,0.369838224143305,0.11807548277609,0.000734506176528961,0.00469563347676219
"ENSG00000012817",797.024441689857,-0.107309318313961,0.119174924631891,0.333327448173667,0.555394261053651
"ENSG00000012822",6064.67292452938,0.381674368756331,0.108823047639791,0.000182141956986709,0.00137651544542415
"ENSG00000012963",539.467835596903,-0.113456143940743,0.114558409729614,0.284475113589102,0.505723284382548
"ENSG00000012983",1885.68085626785,-0.100443962257657,0.0798142122303308,0.212254820129979,0.418762500158223
"ENSG00000013016",1958.67276289065,0.405169813771532,0.15235854610802,0.00265432934191958,0.0140604052851891
"ENSG00000013275",937.968940156568,0.12340608722033,0.0914749243053896,0.156991793928895,0.343091363187246
"ENSG00000013288",3150.89128578699,0.0645959860831576,0.0952013210193525,0.462344964587908,0.673904534718155
"ENSG00000013293",245.142016848063,-2.85311702592243,0.218048957803442,9.38219109338387e-41,1.85365289744998e-38
"ENSG00000013297",3439.34786081109,-1.74420482571497,0.17722391216583,1.517271516113e-24,1.37599115198969e-22
"ENSG00000013306",976.534405708358,-0.0185373139884828,0.0948176769674668,0.84132664032572,0.924591885589906
"ENSG00000013364",7759.66426906878,0.129259964793339,0.0747771199625572,0.0746946447894814,0.200067574576777
"ENSG00000013374",1250.96940495358,0.154222136843793,0.0962229563206741,0.091017965244442,0.231479721260607
"ENSG00000013375",998.940649930879,-0.266535984074738,0.107623477482591,0.00825007089575086,0.036193015222279
"ENSG00000013392",251.289920719764,-0.24105006032375,0.135426337243344,0.0485256232197705,0.146025610689993
"ENSG00000013441",2672.17248516758,0.22443477055716,0.13170283933659,0.0573252574369055,0.164739389164136
"ENSG00000013503",254.920952561094,0.0815263570234726,0.124969970549769,0.47958475866441,0.688868673601744
"ENSG00000013523",345.813424586678,-0.278088221756662,0.126664513798479,0.0163031805280036,0.0622852993951688
"ENSG00000013561",888.949443913352,0.28805306828041,0.108344431844656,0.00459875420398231,0.0223331466732699
"ENSG00000013563",172.87696714725,-0.00833791100772103,0.144791240294737,0.945650120201702,0.97460158944715
